Year,Comments,,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Mnemonic,Function Information,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Jammu & Kashmir,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737902 (IAUEDBCV),SR4797428,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618357,374618357,367352.306,4303917145,65604.2464,0.043738412,-1.427150002,0.178586728,273046.1997,458471.5763,362248.9,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,273046.1997,288828.2634,306015.7562,325609.7578,346642.2,362248.9,382699.6101,412030.4662,434019.5806,458471.5763,451263.0558,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737402 (IAUEDBCN),SR4797500,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618367,374618367,824719.5388,45013171793,212163.0783,0.411768102,-1.140780005,0.257254822,578484.1,1187431.626,772400.4,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,597577.2,578484.1,592257.2,713771.1,701294.6,772400.4,894911.4,935095.1,1004608.1,1094084.1,1187431.626,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253738002 (IAUEDBCW),SR4797510,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618377,374618377,2540868.238,3.18718E+11,564551.3561,0.000716678,-0.901869478,0.222188364,1667471.346,3441057.138,2475902.926,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1667471.346,1842770.316,2026601.038,2282021.451,2444213.759,2475902.926,2727213.079,2827840.035,2999906.714,3214552.819,3441057.138,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253738102 (IAUEDBCX),SR4797464,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618387,374618387,1716424.321,1.28457E+11,358408.8912,0.06478555,-1.206313571,0.208811357,1192640,2262084.986,1701152.763,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1192640,1312939.3,1416666.9,1540926.8,1626592,1775713.527,1898507.1,2009577.344,2128595.257,2262084.986,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253738202 (IAUEDBCY),SR4797343,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618397,374618397,1712304.182,2.17267E+11,466118.5671,0.446270686,-0.902405444,0.272217152,1129268.9,2535325.8,1675640.6,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1129268.9,1189194.6,1298961.2,1359857.1,1529461.6,1675640.6,1781435.4,1933503.1,2101743.7,2300954,2535325.8,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253738402 (IAUEDBDA),SR4797400,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618407,374618407,6809934.229,3.02969E+12,1740599.476,0.038485039,-1.102316179,0.255597105,4154796.824,9475497.646,6669444.616,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4154796.824,4709293.341,5346539.462,5948315.785,6101913.52,6669444.616,7420418.037,7756096.475,8359285.873,8967674.946,9475497.646,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719302 (IAUEDBDB),SR6040798,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618417,374618417,65246.38,112639583.8,10613.17972,0.426097747,-0.88240306,0.16266312,51333.6,83304.2,64836,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51333.6,54590.6,55677.5,58995.2,62865.9,67198.6,66806.1,73267,78425.1,83304.2,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719402 (IAUEDBDC),SR4797490,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618427,374618427,100019.7502,710862252.8,26662.00017,0.378283194,-1.078709523,0.266567354,65593.25856,145611.2046,95912.23513,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65593.25856,70778.53568,76256.37099,79699.91297,90010.43831,95912.23513,104130.7922,117151.9897,121602.1477,133470.3661,145611.2046,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Mizoram,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719502 (IAUEDBDD),SR4797513,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618437,374618437,40565.86,113767702.1,10666.19436,0.081228749,-1.692879049,0.262935245,26819.7,56077.9,40151.65,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26819.7,28694.2,30058.7,33362.1,37813.7,42489.6,49793.2,48520.6,52028.9,56077.9,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Nagaland,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719602 (IAUEDBDE),SR4797431,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618447,374618447,87720.75685,434940115.9,20855.21795,0.234914479,-1.179297382,0.237745531,58388.4,121396.5254,84625.8,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58388.4,64357.1,69378.5,74453.7,79168.7,84625.8,92539.9,100238.5,106710.6,113670.6,121396.5254,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Odisha,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719702 (IAUEDBDF),SR4797367,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618457,374618457,1143983.724,54914553866,234338.5454,-0.271473398,-1.107277182,0.2048443,777294.3,1485760.804,1158511.3,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,777294.3,821447.1987,927008.3274,1028456.23,1108117.773,1158511.3,1251310.456,1301130.115,1350101.671,1374682.787,1485760.804,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Puducherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720902 (IAUEDBDR),SR4797396,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618587,374618587,101886.1818,962658861.9,31026.7443,0.39887524,-0.719247646,0.304523575,57537.1,157014.1,101757.3,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57537.1,71882.2,74534.1,80932.8,87507.4,101757.3,108064,113567.7,127179.2,140772.1,157014.1,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719802 (IAUEDBDG),SR4797441,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618467,374618467,1391602.912,83024224921,288139.2457,0.005424194,-1.183783497,0.20705565,968385.1,1832980,1386364.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,968385.1,1025560.8,1129973.9,1232232.3,1304307.6,1386364.7,1476701.232,1573029.2,1645882.439,1732214.757,1832980,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253719902 (IAUEDBDH),SR4797508,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618477,374618477,1960272.68,2.55519E+11,505488.5545,0.161002429,-1.481295133,0.257866449,1277456.5,2722274.8,1862445.4,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1277456.5,1362849.6,1521886.7,1600166.2,1745557.538,1862445.4,2130792.9,2308592.5,2456657.845,2574319.5,2722274.8,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720002 (IAUEDBDI),SR4797373,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618487,374618487,36725.14611,308612749.8,17567.37743,0.19689482,-2.017958311,0.47834738,17391.47186,61523.07647,34679.99448,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17391.47186,19094.48816,20238.53138,21782.31042,25349.89537,44010.0936,47842.80865,52990.35996,57028.42523,61523.07647,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720102 (IAUEDBDJ),SR4797523,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618497,374618497,3654868.145,9.51738E+11,975570.4455,0.045680119,-1.24051141,0.266923568,2190032.2,5154575.6,3566318.6,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2190032.2,2495670.5,2875296.8,3051568,3217933.6,3566318.6,4034157.3,4332380.3,4479436.2,4806180.5,5154575.6,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Telangana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,367135737 (IAZDHAAAAAAEWI),SR88634197,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618507,374618507,1560898.557,1.89781E+11,435638.1688,-0.065718956,-1.409388898,0.279094479,899462.7,2174320.022,1475768.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,899462.7,1042333.3,1163432.2,1286177.3,1459017.8,1475768.7,1741854.6,1892686.7,1970558.4,2064272.4,2174320.022,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Tripura,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720202 (IAUEDBDK),SR4797466,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618517,374618517,130543.7953,1115221323,33394.9296,0.42862715,-0.983932832,0.255813993,89035.3,187324.553,126654.1,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89035.3,94217.9,102024.5,109884.3,120249.2,133059,143866.7,154282.6,171493.9,187324.553,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720302 (IAUEDBDL),SR4797476,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618527,374618527,3715851.982,6.03976E+11,777158.9321,0.09245026,-1.260724454,0.209146902,2608406.6,4923838,3674167.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2608406.6,2778178.8,3002253.5,3222134.9,3447255.9,3674167.7,3963094.3,4184041.3,4425897.2,4645103.6,4923838,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Uttarakhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720402 (IAUEDBDM),SR4797494,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618537,374618537,497460.2091,32016832499,178932.4803,0.079405924,-1.322680532,0.359692046,247856.7,775520.9,505980.3,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,247856.7,283403.5,321896,380218.6,428324.6,505980.3,556668.1,608795.9,654142.4,709255.3,775520.9,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: West Bengal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720502 (IAUEDBDN),SR4797465,,,2005,2015,4/3/2016,,,2945061.59,3.83283E+11,619098.3953,0.262156496,-0.986374303,0.210215772,2086563.6,3983865.081,2919549.6,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2086563.6,2217894.6,2390771.2,2576321.8,2702482.6,2919549.6,3088370.5,3234169.796,3477738.305,3717950.41,3983865.081,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,Gross State Domestic Product (GSDP): Andhra Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253733802 (IAUEDBBA),SR4797493,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617937,374617937,2959908.032,1.70275E+12,1304895.113,0.424880491,-1.036031899,0.440856641,1347668.834,5200299.159,2733266.063,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1347668.834,1476064.196,1740642.755,2123607.057,2373834.932,2733266.063,3198639.358,3622449.3,4100681.2,4641835.5,5200299.159,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Andaman & Nicobar Islands,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736602 (IAUEDBCF),SR4797359,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618227,374618227,38103.67193,223147677.1,14938.1283,0.190009778,-1.19402836,0.392039075,18126.4335,61495.98321,37997.48607,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18126.4335,20442.00053,25383.9405,29897.73839,34798.47906,41196.49308,43431.44002,49938.935,56325.276,61495.98321,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Arunachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253733902 (IAUEDBBB),SR4797522,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617947,374617947,81898.32727,1807217957,42511.3862,0.494791566,-1.155891369,0.519075146,34875.1,155880.5,74744.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34875.1,37551.5,41079.9,48100,56873.2,74744.5,90214.4,107747.8,118360.1,135454.6,155880.5,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Assam,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734002 (IAUEDBBC),SR4797415,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617957,374617957,1041680.673,1.89521E+11,435339.7287,0.583156426,-0.8112645,0.41792052,533977.1,1837975.9,959745.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,533977.1,593845.8,646922.1,710761.9,810736.7,959745.7,1126879.6,1259030.7,1384008.7,1594603.2,1837975.9,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Bihar,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734102 (IAUEDBBD),SR4797503,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617967,374617967,1969342.02,1.22859E+12,1108419.94,0.714519276,-0.70428792,0.562837704,777811.6311,4022829.902,1629229.377,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,777811.6311,824901.9527,1007371.432,1136799.482,1422791.171,1629229.377,2035549.921,2432690.163,2936159.27,3436627.921,4022829.902,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Chandigarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736702 (IAUEDBCG),SR4797376,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618237,374618237,174506.16,4518862175,67222.48266,0.402197386,-0.854587858,0.385215529,85040.4,290755,164552,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85040.4,101854.9,122760.8,136685.1,153338.3,175765.7,200138.8,228258.4,250464.2,290755,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Chattisgarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735102 (IAUEDBBN),SR4797499,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617977,374617977,1154570.242,2.98996E+11,546805.6699,0.471245057,-0.989596002,0.473601042,478622.9094,2101917.916,993642.6002,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478622.9094,533811.0344,668748.9494,802551.0824,969721.775,993642.6002,1194197.6,1443822,1656412,1856824.8,2101917.916,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Delhi,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736802 (IAUEDBCH),SR4797380,,,1981,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618247,374618247,952832.6115,1.42232E+12,1192612.57,1.635769709,1.936332154,1.251649614,34500,4511536.471,453200,35,34500,39600,45600,49600,56500,69000,79100,91000,107400,123200,139800,180000,207900,237300,291800,318800,376200,453200,532300,592300,648400,703500,773800,864000,1003245.217,1153742.528,1355836.498,1579471.818,1895331.231,2176185.811,2527527.918,2871068.793,3349147.122,3911247.994,4511536.471,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734302 (IAUEDBBF),SR4797427,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617987,374617987,285831.7271,17071851359,130659.295,0.304834087,-1.445729445,0.457119636,127133.085,488973.055,272696.8385,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127133.085,143266.0726,165228.3739,195649.6281,254138.2899,291255.387,336053.577,432545.1067,424074.6962,488973.055,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734402 (IAUEDBBG),SR4797386,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374617997,374617997,4404743.615,3.57488E+12,1890734.427,0.468702141,-1.004835919,0.429249598,2033730,7656378.122,3995870,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2033730,2447360,2836930,3292850,3679120,4312620,5215188.798,5987855.165,6585404.066,7656378.122,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734502 (IAUEDBBH),SR4797450,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618007,374618007,2378197.981,1.36166E+12,1166902.919,0.413826787,-1.140180442,0.490666853,957951.2,4353100.5,2236002.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,957951.2,1088845.7,1287323.4,1515959,1825221.5,2236002.5,2606212.811,2986883.307,3413511.578,3889166.293,4353100.5,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734602 (IAUEDBBI),SR4797438,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618017,374618017,483817.5122,42159437361,205327.6342,0.454705343,-1.185364179,0.424390662,240765.834,825853.3844,448358.4726,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,240765.834,271273.4552,302742.693,339625.389,414831.0364,481885.9088,574522.5844,649574.4897,737100.3476,825853.3844,#N/A,#N/A,#N/A,#N/A
