Year,Comments,,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Mnemonic,Function Information,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2011,,GSDP: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618147 (IAZDHAAAAAAMMG),SR97556767,,,2012,2018,6/3/2018,,,6254812.883,2.11345E+12,1453769.268,0.217189,-1.101430748,0.232424102,4348366.38,8402627.041,6156947.968,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4348366.38,4935512.448,5510310.16,6156947.968,6837581.168,7592345.019,8402627.041
2011,,GSDP: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618157 (IAZDHAAAAAAMMH),SR100710777,,,2012,2018,2/8/2018,,,161534.9432,1681324018,41003.95125,0.334130553,-1.314870119,0.253839513,111650.9684,222479.133,154067.2135,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111650.9684,123384.2038,138619.0232,154067.2135,180339.4257,200204.6346,222479.133
2011,,GSDP: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618167 (IAZDHAAAAAAMMI),SR97556777,,,2012,2018,2/8/2018,,,10745119.59,5.61588E+12,2369783.98,0.121184298,-0.905094383,0.220545147,7514857.583,14270739.37,10726779.67,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7514857.583,8548253.507,9685304.524,10726779.67,11765000.31,12704902.14,14270739.37
2011,,GSDP: Telangana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618177 (IAZDHAAAAAAMMJ),SR97556787,,,2012,2018,5/9/2018,,,5296661.161,2.0109E+12,1418061.806,0.472996313,-0.915492241,0.267727492,3594341.1,7522303.289,5058487.9,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3594341.1,4015936.1,4515804,5058487.9,5779020.552,6590735.183,7522303.289
2011,,GSDP: Tripura,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618187 (IAZDHAAAAAAMMK),SR100710787,,,2012,2016,6/3/2018,,,256510.3,3413559725,58425.67693,0.704392597,0.324749649,0.227771271,192084.1,343683.2,255928.3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,192084.1,216632,255928.3,274223.9,343683.2,#N/A,#N/A
2011,,GSDP: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618197 (IAZDHAAAAAAMML),SR97556797,,,2012,2018,5/9/2018,,,10373742.12,5.40208E+12,2324237.57,0.14320433,-1.066044833,0.224050062,7240504.4,13756070.25,10117896.8,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7240504.4,8223929.187,9403564.3,10117896.8,11372096,12502133.9,13756070.25
2011,,GSDP: Uttarakhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618207 (IAZDHAAAAAAMMM),SR97556807,,,2012,2018,5/9/2018,,,1629337.354,1.18226E+11,343839.5336,0.11075963,-0.826787494,0.21103029,1153275.842,2140332.594,1614388.832,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1153275.842,1316128.647,1490743.597,1614388.832,1771630.094,1918861.869,2140332.594
1993,Rebased from 1999-00 to 2004-05 base,Gross State Domestic Product (GSDP): 93-94p: Andhra Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18955801 (IASADAA),SR727478,,,1994,2006,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61166602,374618267,828284.6154,36561686944,191211.1057,0.441964136,-0.935647105,0.230851934,578670,1174340,796050,13,578670,611140,647290,688090,678660,761160,796050,865130,907160,941770,1026310,1091930,1174340,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Andaman & Nicobar Islands,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958401 (IASADBA),SR727479,,,1994,2003,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169402,374618557,5994,205071.1111,452.8477792,-0.857146523,0.093125874,0.07555018,5090,6480,6070,10,5090,5610,5570,5960,6420,5980,6480,6160,6230,6440,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Arunachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18955901 (IASADAB),SR727480,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61166702,374618277,10830.83333,2364717.424,1537.763774,0.495329566,-0.830323351,0.14198019,8850,13470,10425,12,8930,8850,10110,9610,9910,10220,10630,11150,11670,12280,13140,13470,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Assam,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956001 (IASADAC),SR727481,,,1994,2006,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61166802,374618287,182019.9231,696334976.7,26388.15978,0.852907829,-0.380000089,0.144974019,151430,234759,171420,13,151430,155720,160170,164870,166500,166140,171420,178220,189080,197930,208840,221180,234759,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Bihar,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956101 (IASADAD),SR727482,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61166902,374618297,292741.6667,2564618070,50642.05831,0.133925137,-1.196998672,0.172992314,217810,368820,284010,12,228120,253020,217810,269600,259210,278880,289140,345010,312590,361600,329100,368820,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Chandigarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958501 (IASADBB),SR727483,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169502,374618567,24941.66667,56159433.33,7493.95979,0.44341068,-0.599099271,0.300459464,14680,38780,24265,12,14680,16130,17860,20280,21590,23490,25040,26430,28550,31610,34860,38780,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Delhi,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958601 (IASADBC),SR727484,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169602,374618577,348462.5,10001683784,100008.4186,0.275094365,-0.889774153,0.286999085,209920,526520,338135,12,209920,235030,241100,272680,314990,330220,346050,394440,410070,429200,471330,526520,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956301 (IASADAF),SR727485,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167102,374618317,37804.16667,93216335.61,9654.860724,-0.127576744,-1.46278064,0.255391444,23970,51760,39735,12,23970,25150,27060,31190,32070,39320,40150,41620,46490,51760,46070,48800,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956401 (IASADAG),SR727486,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167202,374618327,766078.3333,28500722470,168821.5699,0.338531121,-0.11214258,0.220371159,491940,1070330,762580,12,491940,580580,612460,699660,714420,765710,773540,759450,822670,884240,1017940,1070330,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956501 (IASADAH),SR727487,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167302,374618337,311697.5,4605288457,67862.27565,0.436419629,-0.800619877,0.217718383,221310,435020,301205,12,221310,236920,242760,270950,274830,290110,312300,333670,351800,369390,401310,435020,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956601 (IASADAI),SR727488,,,1994,2006,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167402,374618347,73844.62308,336786427.5,18351.74181,0.342670623,-0.847793666,0.248518322,47830,106880.1,72410,13,47830,52440,55680,59550,63350,67920,72410,77270,81060,84950,91850,98790,106880.1,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Jammu & Kashmir,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956701 (IASADAJ),SR727489,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167502,374618357,83112.5,187247020.5,13683.82331,0.198268299,-0.967543787,0.164642182,63430,106270,83265,12,63430,66420,69820,73270,77420,81440,85090,86650,91150,95680,100710,106270,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956201 (IASADAE),SR727490,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167002,374618367,210754.1667,1298564208,36035.59641,-0.043727557,-1.201224192,0.170984028,161940,267880,216840,12,161940,168790,173290,166150,209840,221820,215730,217950,227230,244010,254420,267880,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956801 (IASADAK),SR727491,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167602,374618377,614878.3333,21334259615,146062.5195,0.077583641,-1.228562278,0.237547026,410790,857240,622355,12,410790,433870,461670,503020,537780,606200,638510,698470,711220,742060,777710,857240,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18956901 (IASADAL),SR727492,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167702,374618387,362502.5,5710408257,75567.24328,0.661863469,-0.334257207,0.208459923,263260,509350,353105,12,263260,285010,297880,308900,317830,340270,365940,380680,390240,422720,467950,509350,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957001 (IASADAM),SR727493,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167802,374618397,487385.8333,5238179208,72375.26655,0.032832056,-0.949881581,0.148496861,379710,603240,493590,12,379710,390700,414640,441700,463800,494240,546140,492940,536060,502140,583320,603240,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Chattisgarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957101 (IASADAN),SR727494,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61167902,374618307,170457.5,679783620.5,26072.6604,0.993762886,0.114037398,0.152956956,141710,221390,163865,12,141710,143530,147960,154150,158950,167440,167850,160290,182840,184760,214620,221390,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957201 (IASADAO),SR727495,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168002,374618407,1541750.833,84660054590,290964.0091,0.370176888,-0.442267457,0.188723108,1133200,2082530,1525840,12,1133200,1162130,1295670,1361490,1437230,1485480,1630230,1566200,1643850,1781100,1921900,2082530,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957301 (IASADAP),SR727496,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168102,61168102,16965,10146863.64,3185.414202,0.095877226,-1.349589962,0.187763879,12770,22120,17005,12,13080,12770,13290,14480,15750,16090,18020,17920,19610,19950,20500,22120,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957401 (IASADAQ),SR727497,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168202,374618427,22053.33333,27036642.42,5199.677146,0.221537705,-1.269055099,0.23577738,15110,30520,21745,12,15110,15660,17310,17950,19050,20930,22560,24120,25730,26910,28790,30520,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Mizoram,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,63600501 (IASAMATBR),SR91731717,,,2002,2003,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168302,374618437,10609.85,148785.125,385.7267491,,,0.036355533,10337.1,10882.6,10609.85,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10337.1,10882.6,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Nagaland,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957501 (IASADAR),SR727498,,,1994,2003,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168402,374618447,19118,24880151.11,4988.000713,0.884965717,-0.606001133,0.26090599,13750,28190,17530,10,13750,14800,14820,16870,18190,17460,17600,23950,25550,28190,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Orissa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957601 (IASADAS),SR727499,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168502,374618457,234819.1667,1563163427,39536.86162,0.837054893,0.325217452,0.168371527,185370,317060,232230,12,185370,195280,205390,195660,221360,226780,238510,237680,250950,252580,291210,317060,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Pondicherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958701 (IASADBD),SR727500,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169702,374618587,20952.5,79330202.27,8906.750377,0.246616578,-1.074424613,0.425092489,9810,35880,20525,12,9810,9970,10770,13990,17990,20230,20820,24210,25570,29380,32810,35880,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957701 (IASADAT),SR727501,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168602,374618467,386654.1667,3506156554,59212.80735,0.100294413,-1.063035548,0.153141521,302480,485320,389365,12,302480,311390,324330,348190,358650,378700,400030,414010,423030,433230,460490,485320,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957801 (IASADAU),SR727502,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168702,374618477,504675.8333,10547821863,102702.5894,0.047449952,-0.293849788,0.203502095,329700,668530,517975,12,329700,386480,402250,447550,498210,518250,529200,517700,566360,527470,664410,668530,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18957901 (IASADAV),SR727503,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168802,374618487,5725,1797518.182,1340.715548,0.429486075,-0.916845218,0.234186122,4030,8060,5555,12,4030,4090,4470,4760,5100,5460,5650,6010,6430,7060,7580,8060,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958001 (IASADAW),SR727504,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61168902,374618497,808338.3333,19353995197,139118.6371,-0.147546344,-0.958440802,0.172104466,575490,1032480,821390,12,575490,647840,670210,703360,761050,797030,845750,910110,890110,917030,949600,1032480,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Tripura,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958101 (IASADAX),SR727505,,,1994,2004,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169002,374618517,26769.09091,59599549.09,7720.074423,0.347182113,-1.308999334,0.288395092,17700,39520,25730,11,17770,17700,19190,21230,23410,25730,27560,32610,33510,36230,39520,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958201 (IASADAY),SR727506,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169102,374618527,1031550,21039303473,145049.3139,0.084762485,-0.72550007,0.140612975,804510,1275600,1030770,12,804510,851060,882440,977190,976340,1003210,1058330,1068790,1100430,1163660,1217040,1275600,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: Uttaranchal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,51289901 (IASADBF),SR727507,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169202,374618537,75341.66667,270379142.4,16443.20961,1.127078529,0.465983924,0.218248551,56860,110570,68280,12,56860,61870,61740,65710,66890,68000,68560,75910,80410,88580,99000,110570,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Rebased from 1999-00 to 2004-05 base,GSDP: 93-94p: West Bengal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,18958301 (IASADAZ),SR727508,,,1994,2005,3/11/2013,Rebased from 1993-1994 base to 1999-2000 base. Replacement series ID: 61169302,253720502,799870,38045336036,195052.1367,0.309846221,-1.039562902,0.243854797,534240,1132060,780795,12,534240,570600,612900,655620,709710,754830,806760,858320,918360,987510,1057530,1132060,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,
